id,filepath,label,score
000c9f83f98c4babac3f030df5300a8e,public_test/000c9f83f98c4babac3f030df5300a8e.jpeg,0,1.0675208657142857e-06
00102eb7a93f4dfca8e3795ff1b12b5f,public_test/00102eb7a93f4dfca8e3795ff1b12b5f.jpeg,1,0.9999970185714285
00150ae8ab994f22bb1aa188836a5856,public_test/00150ae8ab994f22bb1aa188836a5856.jpeg,0,1.3585356652857143e-06
0022725516a14f7c93f4e2ddebbb0c58,public_test/0022725516a14f7c93f4e2ddebbb0c58.jpeg,0,1.0503532799999999e-06
002361d1fae94b6284c2db2ea1e8d40e,public_test/002361d1fae94b6284c2db2ea1e8d40e.jpeg,1,0.9999991214285713
0023dc7c26ee445a95dc4e1182780e13,public_test/0023dc7c26ee445a95dc4e1182780e13.jpeg,1,0.9999990357142856
00255be4240245f09e17c6eb0f285037,public_test/00255be4240245f09e17c6eb0f285037.jpeg,1,0.9999991214285713
0027a160e1204a7e86150dfecce5dca7,public_test/0027a160e1204a7e86150dfecce5dca7.jpeg,1,0.9999991557142857
002cdc6261074ba09b39af2900ea239a,public_test/002cdc6261074ba09b39af2900ea239a.jpeg,1,0.999999017142857
00486dfcb3634cb6aca8a552ec7c7c6b,public_test/00486dfcb3634cb6aca8a552ec7c7c6b.jpeg,0,1.0416414228571427e-06
006d76bff15e4510af1b9f784bb936e4,public_test/006d76bff15e4510af1b9f784bb936e4.jpeg,0,1.3691511055714287e-06
0070126827214a5caf73cf1dabce04ba,public_test/0070126827214a5caf73cf1dabce04ba.jpeg,0,1.047990067e-06
00725159e0914ad9a015633a9340a0a1,public_test/00725159e0914ad9a015633a9340a0a1.jpeg,0,1.0164923885714286e-06
00772ea662f64a09b44bc72266b71f03,public_test/00772ea662f64a09b44bc72266b71f03.jpeg,1,0.9999991042857141
0092b29c3e8d4d91b46de7438827fbd5,public_test/0092b29c3e8d4d91b46de7438827fbd5.jpeg,1,0.9999991214285713
009bbbd04f434c42b6fabecae7bbab19,public_test/009bbbd04f434c42b6fabecae7bbab19.jpeg,0,1.0661625884285714e-06
009caf748582422f881034706e168aa0,public_test/009caf748582422f881034706e168aa0.jpeg,0,1.1032190327142858e-06
009cd8af56eb42e8a98d72feb71fd691,public_test/009cd8af56eb42e8a98d72feb71fd691.jpeg,1,0.9999991557142857
00aaa277480343648c9125c4cf1bd46a,public_test/00aaa277480343648c9125c4cf1bd46a.jpeg,1,0.9999991214285713
00ae20288dd048f189bef630801f8ff7,public_test/00ae20288dd048f189bef630801f8ff7.jpeg,1,0.9999991557142857
00af1893f30243a09b711607d13f00a8,public_test/00af1893f30243a09b711607d13f00a8.jpeg,1,0.9999991557142857
00ca986c9e7941bdac7cee5523cd1861,public_test/00ca986c9e7941bdac7cee5523cd1861.jpeg,1,0.9999991557142857
00d53f6d1aca4cf68efa265a5282c25e,public_test/00d53f6d1aca4cf68efa265a5282c25e.jpeg,1,0.9999991557142857
00db27af3372487f949dcd9f879ce15d,public_test/00db27af3372487f949dcd9f879ce15d.jpeg,0,1.0766776527142856e-06
00e441c8537a4f0582afcff6cc29ee4c,public_test/00e441c8537a4f0582afcff6cc29ee4c.jpeg,1,0.9999991557142857
00ea3f0aedeb4fe99f6a8b7d20d52611,public_test/00ea3f0aedeb4fe99f6a8b7d20d52611.jpeg,1,0.9999988142857141
00f611ea0bf14a3cb327fb2942ea19c9,public_test/00f611ea0bf14a3cb327fb2942ea19c9.jpeg,1,0.9999991899999998
00f9c416f99f4843aeca8d7eda774c3d,public_test/00f9c416f99f4843aeca8d7eda774c3d.jpeg,0,1.01809828e-06
0102f13193a040398db813b550345b0a,public_test/0102f13193a040398db813b550345b0a.jpeg,1,0.9999991214285713
011ea373ea374a639c8d59b395f20f45,public_test/011ea373ea374a639c8d59b395f20f45.jpeg,0,1.0677765184285715e-06
0123f066a495452ab5f35c63096afa0a,public_test/0123f066a495452ab5f35c63096afa0a.jpeg,0,1.0451443669999999e-06
013246c659084fcc9d046de6d1d20bba,public_test/013246c659084fcc9d046de6d1d20bba.jpeg,0,1.0359352271428573e-06
01436b193ef54b17a670e76010905491,public_test/01436b193ef54b17a670e76010905491.jpeg,1,0.9999991557142857
0148c650eb514b60bdf6e15fbd234105,public_test/0148c650eb514b60bdf6e15fbd234105.jpeg,1,0.9999991557142857
01492b38b28e431b8d493be3f514e58a,public_test/01492b38b28e431b8d493be3f514e58a.jpeg,0,1.041952204142857e-06
01540048183f41869d7fb9710cb1aa09,public_test/01540048183f41869d7fb9710cb1aa09.jpeg,1,0.9999991557142857
015dc25ade144949bcc82f0b80696107,public_test/015dc25ade144949bcc82f0b80696107.jpeg,0,1.041952204142857e-06
01623278d546493b957be839d61064b7,public_test/01623278d546493b957be839d61064b7.jpeg,1,0.9999986057142857
0162a656815447e2a5f35cc51e6e7c03,public_test/0162a656815447e2a5f35cc51e6e7c03.jpeg,1,0.9999016757142857
0172bbbbc80b41d48b5b7f8ef429dea2,public_test/0172bbbbc80b41d48b5b7f8ef429dea2.jpeg,1,0.9999991214285713
0188db002dbd47a5889591a962d4a85b,public_test/0188db002dbd47a5889591a962d4a85b.jpeg,1,0.9999991557142857
0189577b2447439cbf034e159f8b027e,public_test/0189577b2447439cbf034e159f8b027e.jpeg,1,0.9999991557142857
018d77cc1c334bc292c59dc1a1be848e,public_test/018d77cc1c334bc292c59dc1a1be848e.jpeg,1,0.9999991557142857
018db7bac99b4704b13101ae74e3f603,public_test/018db7bac99b4704b13101ae74e3f603.jpeg,0,1.041952204142857e-06
0190e06099d54d439f530a5cf69aae9b,public_test/0190e06099d54d439f530a5cf69aae9b.jpeg,1,0.9999991557142857
01ae100655a340018adb8c9c71e429f1,public_test/01ae100655a340018adb8c9c71e429f1.jpeg,0,1.0594041312857142e-06
01b541ade96c4799b375bb163c5269ae,public_test/01b541ade96c4799b375bb163c5269ae.jpeg,0,1.0190668157142856e-06
01c8bfec87d24f27b7f2ccd885ecd308,public_test/01c8bfec87d24f27b7f2ccd885ecd308.jpeg,1,0.999998897142857
01ca37bc23094720ad5ba9c13b2134c0,public_test/01ca37bc23094720ad5ba9c13b2134c0.jpeg,1,0.9999991214285713
01d094fa44b54e63a4cfaf957cb7dcc2,public_test/01d094fa44b54e63a4cfaf957cb7dcc2.jpeg,1,0.9990111428571428
01d47d359b7d4875a152518f20c9ea61,public_test/01d47d359b7d4875a152518f20c9ea61.jpeg,1,0.9999989728571428
02241269c6b042148f8586b810546845,public_test/02241269c6b042148f8586b810546845.jpeg,1,0.9999991214285713
022e5fc132c048a68a3d40d0ba63c261,public_test/022e5fc132c048a68a3d40d0ba63c261.jpeg,1,0.9999985757142856
023c434022b44944bfffa72bcc63d05e,public_test/023c434022b44944bfffa72bcc63d05e.jpeg,0,1.3161880770000003e-06
023d85dbb4f94fb5b384dc3adf41909f,public_test/023d85dbb4f94fb5b384dc3adf41909f.jpeg,1,0.9999991557142857
0247748f95414ac296de401e36d5ba39,public_test/0247748f95414ac296de401e36d5ba39.jpeg,1,0.9999991414285713
025129171a1149c5b011bfb24c83ad52,public_test/025129171a1149c5b011bfb24c83ad52.jpeg,0,1.1903622069999999e-06
025b7dc0953c4429bf2d3056a588d422,public_test/025b7dc0953c4429bf2d3056a588d422.jpeg,1,0.9999991557142857
025eb1bf697e4d14973d55c288a85490,public_test/025eb1bf697e4d14973d55c288a85490.jpeg,0,1.0171884214285714e-06
026d2af3c0fd4e65b95c8cda4be734a0,public_test/026d2af3c0fd4e65b95c8cda4be734a0.jpeg,1,0.9999985771428571
026dfbea2b964d76986f5c6b1ec2fc5f,public_test/026dfbea2b964d76986f5c6b1ec2fc5f.jpeg,1,0.9999991214285713
02810a24c2054009afbed1ba9658fda5,public_test/02810a24c2054009afbed1ba9658fda5.jpeg,1,0.9999991557142857
028355dbe2c849479d4650c8dd2b8c7f,public_test/028355dbe2c849479d4650c8dd2b8c7f.jpeg,1,0.9984029314285714
028f1b41f1614f0dac3490b33d7cff4e,public_test/028f1b41f1614f0dac3490b33d7cff4e.jpeg,0,1.0503532799999999e-06
0297137b196e47bda6389bcbe33148aa,public_test/0297137b196e47bda6389bcbe33148aa.jpeg,0,1.129823706e-06
02a34cc4857e4933a23c9776b5a40b65,public_test/02a34cc4857e4933a23c9776b5a40b65.jpeg,1,0.9999991214285713
02bd1d32b6ff4bd39974370af9b73f9b,public_test/02bd1d32b6ff4bd39974370af9b73f9b.jpeg,0,1.0342257657142857e-06
02d69df9f71e41a6b68bd9a3f1135c9d,public_test/02d69df9f71e41a6b68bd9a3f1135c9d.jpeg,1,0.9999991557142857
02dacbf515ce4ed5bd46e4b41c7a30e4,public_test/02dacbf515ce4ed5bd46e4b41c7a30e4.jpeg,0,1.0342257657142857e-06
02db7c33b8da423b86634e43d367904e,public_test/02db7c33b8da423b86634e43d367904e.jpeg,0,1.1102254312857144e-06
02ebf1467cbf4080afa2041532ec89b4,public_test/02ebf1467cbf4080afa2041532ec89b4.jpeg,0,1.084141229857143e-06
02f1089c679141228200afa4eb3f7f01,public_test/02f1089c679141228200afa4eb3f7f01.jpeg,1,0.9999989842857142
02f41b8f3a3d465398b0969348b5a150,public_test/02f41b8f3a3d465398b0969348b5a150.jpeg,1,0.9999991214285713
02f54ef06f5942b2b7527eef2a2df54d,public_test/02f54ef06f5942b2b7527eef2a2df54d.jpeg,0,1.0937652598571428e-06
